business_id,name,category,brand,lat,lon,geom,address,city,state,zip,address_norm,phone,website,present_in,def,source_id,run_id,ingested_at,observed_at,confidence,conf_trust,conf_fresh,conf_complete,conf_agree,flags,props,search_tsv,last_seen_at,last_seen_src,liveness,live_state,live_presence,live_sources,live_corrob,live_reasons
biz_186a719acb9d583c,McDonald's,fast_food,,40.71002960205078,-74.01241302490234,POINT(-74.01241302490234 40.71002960205078),119 Liberty St # 5,New York,NY,10006,,(718) 843-8777,http://www.mcdonalds.com,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,73,65,100,75,50,{},"{""overture"": {""lat"": 40.71002960205078, ""lon"": -74.01241302490234, ""zip"": ""10006"", ""city"": ""New York"", ""name"": ""McDonald's"", ""brand"": null, ""phone"": ""(718) 843-8777"", ""state"": ""NY"", ""address"": ""119 Liberty St # 5"", ""release"": ""2026-07-22.0"", ""website"": ""http://www.mcdonalds.com"", ""category"": ""fast_food"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.9199122190475464, ""category_source"": ""fast_food_restaurant"", ""source_record_id"": ""effdb126-0020-4164-bc60-2e962736f5f7""}}",'mcdonald':1 'new':3 'york':4,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_187439ce3b6623f9,LibertyX Bitcoin ATM,atm_bank,,40.70563507080078,-74.0067367553711,POINT(-74.0067367553711 40.70563507080078),88 Pine St,New York,NY,10005,,8005118940,https://libertyx.com/a/buy-bitcoin/locations/NY/new-york/88-pine-st?y_source=1_MTAxNDU3NjgyMC00ODMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,73,65,100,75,50,{},"{""overture"": {""lat"": 40.70563507080078, ""lon"": -74.0067367553711, ""zip"": ""10005"", ""city"": ""New York"", ""name"": ""LibertyX Bitcoin ATM"", ""brand"": null, ""phone"": ""8005118940"", ""state"": ""NY"", ""address"": ""88 Pine St"", ""release"": ""2026-07-22.0"", ""website"": ""https://libertyx.com/a/buy-bitcoin/locations/NY/new-york/88-pine-st?y_source=1_MTAxNDU3NjgyMC00ODMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D"", ""category"": ""atm_bank"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.85, ""category_source"": ""atms"", ""source_record_id"": ""b4b06444-3e03-4dda-b961-bd8ac620eb7a""}}",'atm':3 'bitcoin':2 'libertyx':1 'new':4 'york':5,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_18913b95548cc3a6,Battery Park City,fast_food,Shake Shack,40.71526336669922,-74.01487731933594,POINT(-74.01487731933594 40.71526336669922),215 Murray Street,New York,NY,10282,,,https://shakeshack.com/location/battery-park-city-ny,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,75,65,100,88,50,{},"{""overture"": {""lat"": 40.71526336669922, ""lon"": -74.01487731933594, ""zip"": ""10282"", ""city"": ""New York"", ""name"": ""Battery Park City"", ""brand"": ""Shake Shack"", ""phone"": null, ""state"": ""NY"", ""address"": ""215 Murray Street"", ""release"": ""2026-07-22.0"", ""website"": ""https://shakeshack.com/location/battery-park-city-ny"", ""category"": ""fast_food"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.8, ""category_source"": ""fast_food_restaurant"", ""source_record_id"": ""3ac51bc1-05b8-44c4-8926-d7759d267206""}}",'batteri':1 'citi':3 'new':6 'park':2 'shack':5 'shake':4 'york':7,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_18a554ae99c711da,LibertyX Bitcoin ATM,atm_bank,,40.735233306884766,-74.0439224243164,POINT(-74.0439224243164 40.735233306884766),"854 Jersey Ave, Tiger Exxon",Jersey City,NJ,07310,,8005118940,https://libertyx.com/a/buy-bitcoin/locations/NJ/jersey-city/854-jersey-ave?y_source=1_MjMyNjE0MjktNDgzLWxvY2F0aW9uLndlYnNpdGU%3D,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,73,65,100,75,50,{},"{""overture"": {""lat"": 40.735233306884766, ""lon"": -74.0439224243164, ""zip"": ""07310"", ""city"": ""Jersey City"", ""name"": ""LibertyX Bitcoin ATM"", ""brand"": null, ""phone"": ""8005118940"", ""state"": ""NJ"", ""address"": ""854 Jersey Ave, Tiger Exxon"", ""release"": ""2026-07-22.0"", ""website"": ""https://libertyx.com/a/buy-bitcoin/locations/NJ/jersey-city/854-jersey-ave?y_source=1_MjMyNjE0MjktNDgzLWxvY2F0aW9uLndlYnNpdGU%3D"", ""category"": ""atm_bank"", ""state_raw"": ""NJ"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.85, ""category_source"": ""atms"", ""source_record_id"": ""9c898afe-0f3f-4e92-98da-090c0f80b94b""}}",'atm':3 'bitcoin':2 'citi':5 'jersey':4 'libertyx':1,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_18abee166a400660,Old Date Cafe House,cafe,,40.71662521362305,-73.9990234375,POINT(-73.9990234375 40.71662521362305),"Room No. C.3, Market Garden Shopping Mall,",New York,NY,14051,,+959444709566,,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,70,65,100,63,50,{},"{""overture"": {""lat"": 40.71662521362305, ""lon"": -73.9990234375, ""zip"": ""14051"", ""city"": ""New York"", ""name"": ""Old Date Cafe House"", ""brand"": null, ""phone"": ""+959444709566"", ""state"": ""NY"", ""address"": ""Room No. C.3, Market Garden Shopping Mall,"", ""release"": ""2026-07-22.0"", ""website"": null, ""category"": ""cafe"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.7730315923690796, ""category_source"": ""cafe"", ""source_record_id"": ""40f23c15-5670-40f2-944a-48a8ec89a8f0""}}",'cafe':3 'date':2 'hous':4 'new':5 'old':1 'york':6,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_18b608c08ab54cc9,Caput Mundi,restaurant,,40.72216033935547,-74.0035171508789,POINT(-74.0035171508789 40.72216033935547),"59 Grand St, New York, NY 10013, Stati Unit i",New York,NY,10013,,3475944801,https://www.caputmundinyc.com/,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,73,65,100,75,50,{},"{""overture"": {""lat"": 40.72216033935547, ""lon"": -74.0035171508789, ""zip"": ""10013"", ""city"": ""New York"", ""name"": ""Caput Mundi"", ""brand"": null, ""phone"": ""3475944801"", ""state"": ""NY"", ""address"": ""59 Grand St, New York, NY 10013, Stati Unit i"", ""release"": ""2026-07-22.0"", ""website"": ""https://www.caputmundinyc.com/"", ""category"": ""restaurant"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.9199122190475464, ""category_source"": ""restaurant"", ""source_record_id"": ""935a817a-9c50-4493-b73b-ddfce15d2784""}}",'caput':1 'mundi':2 'new':3 'york':4,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_18b876d01bd32f5a,The Finest FCU,atm_bank,,40.71273422241211,-73.9993667602539,POINT(-73.9993667602539 40.71273422241211),215 Park Row Ste 2,New York,NY,10038,,,,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,68,65,100,50,50,{},"{""overture"": {""lat"": 40.71273422241211, ""lon"": -73.9993667602539, ""zip"": ""10038"", ""city"": ""New York"", ""name"": ""The Finest FCU"", ""brand"": null, ""phone"": null, ""state"": ""NY"", ""address"": ""215 Park Row Ste 2"", ""release"": ""2026-07-22.0"", ""website"": null, ""category"": ""atm_bank"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.8, ""category_source"": ""banks"", ""source_record_id"": ""f5006a45-a191-4bf8-92bd-e4bb24f62418""}}",'fcu':3 'finest':2 'new':4 'york':5,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_18f7c1a716304c55,10 Downing Restaurant Llc,restaurant,,40.72928237915039,-74.00281524658203,POINT(-74.00281524658203 40.72928237915039),10 Downing St,New York,NY,10014-4734,,,https://cafeclovernyc.com,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,70,65,100,63,50,{},"{""overture"": {""lat"": 40.72928237915039, ""lon"": -74.00281524658203, ""zip"": ""10014-4734"", ""city"": ""New York"", ""name"": ""10 Downing Restaurant Llc"", ""brand"": null, ""phone"": null, ""state"": ""NY"", ""address"": ""10 Downing St"", ""release"": ""2026-07-22.0"", ""website"": ""https://cafeclovernyc.com"", ""category"": ""restaurant"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.95, ""category_source"": ""restaurant"", ""source_record_id"": ""98990ea8-d6a3-4d4f-a5e6-7423f82b2d78""}}",'10':1 'down':2 'llc':4 'new':5 'restaur':3 'york':6,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_18f94b1fde74ec87,Peddler,cafe,,40.724849700927734,-73.99571228027344,POINT(-73.99571228027344 40.724849700927734),300 Lafayette St,New York,NY,10012,,+16464625636,http://www.peddlerny.com/,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,73,65,100,75,50,{},"{""overture"": {""lat"": 40.724849700927734, ""lon"": -73.99571228027344, ""zip"": ""10012"", ""city"": ""New York"", ""name"": ""Peddler"", ""brand"": null, ""phone"": ""+16464625636"", ""state"": ""NY"", ""address"": ""300 Lafayette St"", ""release"": ""2026-07-22.0"", ""website"": ""http://www.peddlerny.com/"", ""category"": ""cafe"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.9583381414413452, ""category_source"": ""coffee_shop"", ""source_record_id"": ""f434fe10-9431-4ddd-a4a4-1cbd010bf464""}}",'new':2 'peddler':1 'york':3,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_19136e224646637f,Bright Street Pharmacy,pharmacy,,40.71706771850586,-74.0481948852539,POINT(-74.0481948852539 40.71706771850586),75 Bright St,Jersey City,NJ,07302-4375,,+12013339900,https://www.brightstreetpharmacy.com/,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,73,65,100,75,50,{},"{""overture"": {""lat"": 40.71706771850586, ""lon"": -74.0481948852539, ""zip"": ""07302-4375"", ""city"": ""Jersey City"", ""name"": ""Bright Street Pharmacy"", ""brand"": null, ""phone"": ""+12013339900"", ""state"": ""NJ"", ""address"": ""75 Bright St"", ""release"": ""2026-07-22.0"", ""website"": ""https://www.brightstreetpharmacy.com/"", ""category"": ""pharmacy"", ""state_raw"": ""NJ"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.8396853804588318, ""category_source"": ""pharmacy"", ""source_record_id"": ""6ae7060f-e3d0-4f0e-b64f-a4138a818ff9""}}",'bright':1 'citi':5 'jersey':4 'pharmaci':3 'street':2,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_191710d7600bc297,Bateaux New York,restaurant,,40.70577621459961,-74.01605224609375,POINT(-74.01605224609375 40.70577621459961),12 West St,New York,NY,10006,,+12123521366,https://www.bateauxnewyork.com/new-york-metro,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,73,65,100,75,50,{},"{""overture"": {""lat"": 40.70577621459961, ""lon"": -74.01605224609375, ""zip"": ""10006"", ""city"": ""New York"", ""name"": ""Bateaux New York"", ""brand"": null, ""phone"": ""+12123521366"", ""state"": ""NY"", ""address"": ""12 West St"", ""release"": ""2026-07-22.0"", ""website"": ""https://www.bateauxnewyork.com/new-york-metro"", ""category"": ""restaurant"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.5132931470870972, ""category_source"": ""restaurant"", ""source_record_id"": ""339cf113-bc47-472f-ae1e-696de1fa4200""}}","'bateaux':1 'new':2,4 'york':3,5",2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_1923676f5d588abf,Dunkin',cafe,Dunkin',40.71000671386719,-74.01437377929688,POINT(-74.01437377929688 40.71000671386719),90 West St,New York,NY,10006,,+12125879500,http://www.dunkindonuts.com,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,78,65,100,100,50,{},"{""overture"": {""lat"": 40.71000671386719, ""lon"": -74.01437377929688, ""zip"": ""10006"", ""city"": ""New York"", ""name"": ""Dunkin'"", ""brand"": ""Dunkin'"", ""phone"": ""+12125879500"", ""state"": ""NY"", ""address"": ""90 West St"", ""release"": ""2026-07-22.0"", ""website"": ""http://www.dunkindonuts.com"", ""category"": ""cafe"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.9483895301818848, ""category_source"": ""coffee_shop"", ""source_record_id"": ""b3df9cb9-9485-4609-810e-f4cb65d60623""}}","'dunkin':1,2 'new':3 'york':4",2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_195f179ffde1cad2,International Commercial Bank of China,atm_bank,Central Bank of Kenya (Official),40.70893096923828,-74.00978088378906,POINT(-74.00978088378906 40.70893096923828),65 Liberty St,New York,NY,10005,,+12124062952,https://www.centralbank.net,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,78,65,100,100,50,{},"{""overture"": {""lat"": 40.70893096923828, ""lon"": -74.00978088378906, ""zip"": ""10005"", ""city"": ""New York"", ""name"": ""International Commercial Bank of China"", ""brand"": ""Central Bank of Kenya (Official)"", ""phone"": ""+12124062952"", ""state"": ""NY"", ""address"": ""65 Liberty St"", ""release"": ""2026-07-22.0"", ""website"": ""https://www.centralbank.net"", ""category"": ""atm_bank"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.9199122190475464, ""category_source"": ""banks"", ""source_record_id"": ""ba4e129d-8143-4eea-808e-8cbf55067ae4""}}","'bank':3,7 'central':6 'china':5 'commerci':2 'intern':1 'kenya':9 'new':11 'offici':10 'york':12",2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_19643d6dfa8827a0,Hybrid Coffee & Kitchen,cafe,,40.7229118347168,-74.04235076904297,POINT(-74.04235076904297 40.7229118347168),398 Manila Ave,Jersey City,NJ,07302,,+12019939028,http://www.hybridcoffee.co,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,73,65,100,75,50,{},"{""overture"": {""lat"": 40.7229118347168, ""lon"": -74.04235076904297, ""zip"": ""07302"", ""city"": ""Jersey City"", ""name"": ""Hybrid Coffee & Kitchen"", ""brand"": null, ""phone"": ""+12019939028"", ""state"": ""NJ"", ""address"": ""398 Manila Ave"", ""release"": ""2026-07-22.0"", ""website"": ""http://www.hybridcoffee.co"", ""category"": ""cafe"", ""state_raw"": ""NJ"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.9990185266733169, ""category_source"": ""cafe"", ""source_record_id"": ""645b9ec9-2ffc-412a-9584-deb477bcda63""}}",'citi':5 'coffe':2 'hybrid':1 'jersey':4 'kitchen':3,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_197dc0b0e0d42658,Cafe Asean,restaurant,,40.73489761352539,-73.99947357177734,POINT(-73.99947357177734 40.73489761352539),117 W 10th St,New York,NY,10011-8345,,,https://www.cafeasean.com,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,70,65,100,63,50,{},"{""overture"": {""lat"": 40.73489761352539, ""lon"": -73.99947357177734, ""zip"": ""10011-8345"", ""city"": ""New York"", ""name"": ""Cafe Asean"", ""brand"": null, ""phone"": null, ""state"": ""NY"", ""address"": ""117 W 10th St"", ""release"": ""2026-07-22.0"", ""website"": ""https://www.cafeasean.com"", ""category"": ""restaurant"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.9199122190475464, ""category_source"": ""restaurant"", ""source_record_id"": ""9a307d81-0ff6-4994-9502-bb4b7d82a022""}}",'asean':2 'cafe':1 'new':3 'york':4,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_198942455500a8e0,Hook Pharmacy,pharmacy,,40.71406555175781,-74.03781127929688,POINT(-74.03781127929688 40.71406555175781),204 Washington St,Jersey City,NJ,07302-4523,,+12013335189,http://www.hookpharmacy.com/,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,73,65,100,75,50,{},"{""overture"": {""lat"": 40.71406555175781, ""lon"": -74.03781127929688, ""zip"": ""07302-4523"", ""city"": ""Jersey City"", ""name"": ""Hook Pharmacy"", ""brand"": null, ""phone"": ""+12013335189"", ""state"": ""NJ"", ""address"": ""204 Washington St"", ""release"": ""2026-07-22.0"", ""website"": ""http://www.hookpharmacy.com/"", ""category"": ""pharmacy"", ""state_raw"": ""NJ"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.9902192950248718, ""category_source"": ""pharmacy"", ""source_record_id"": ""44772ee6-1881-42f4-a68e-3e69b341dac7""}}",'citi':4 'hook':1 'jersey':3 'pharmaci':2,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_198c81bee6e9400c,Happier Grocery,grocery,,40.721282958984375,-74.00408172607422,POINT(-74.00408172607422 40.721282958984375),365 Canal St,New York,NY,10013-2249,,+12128378015,https://www.happiergrocery.com/,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,73,65,100,75,50,{},"{""overture"": {""lat"": 40.721282958984375, ""lon"": -74.00408172607422, ""zip"": ""10013-2249"", ""city"": ""New York"", ""name"": ""Happier Grocery"", ""brand"": null, ""phone"": ""+12128378015"", ""state"": ""NY"", ""address"": ""365 Canal St"", ""release"": ""2026-07-22.0"", ""website"": ""https://www.happiergrocery.com/"", ""category"": ""grocery"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.9722161889076233, ""category_source"": ""grocery_store"", ""source_record_id"": ""a6e95fd9-7fc8-4344-8820-47d692bfd3b4""}}",'groceri':2 'happier':1 'new':3 'york':4,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_19a6370e300d9972,770 Kitchen Llc,restaurant,,40.72669219970703,-74.00184631347656,POINT(-74.00184631347656 40.72669219970703),135 Sullivan St,New York,NY,10012-3056,,,,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,68,65,100,50,50,{},"{""overture"": {""lat"": 40.72669219970703, ""lon"": -74.00184631347656, ""zip"": ""10012-3056"", ""city"": ""New York"", ""name"": ""770 Kitchen Llc"", ""brand"": null, ""phone"": null, ""state"": ""NY"", ""address"": ""135 Sullivan St"", ""release"": ""2026-07-22.0"", ""website"": null, ""category"": ""restaurant"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.95, ""category_source"": ""restaurant"", ""source_record_id"": ""30e3d820-e372-46e3-b484-30e5492e6c23""}}",'770':1 'kitchen':2 'llc':3 'new':4 'york':5,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_19d47cc61b561e2c,The Modern Chemist,pharmacy,The Modern Chemist,40.703182220458984,-73.99163818359375,POINT(-73.99163818359375 40.703182220458984),62 Water St,New York,NY,11201-1044,,+13476892007,https://www.tmcpharmacy.com/,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,78,65,100,100,50,{},"{""overture"": {""lat"": 40.703182220458984, ""lon"": -73.99163818359375, ""zip"": ""11201-1044"", ""city"": ""New York"", ""name"": ""The Modern Chemist"", ""brand"": ""The Modern Chemist"", ""phone"": ""+13476892007"", ""state"": ""NY"", ""address"": ""62 Water St"", ""release"": ""2026-07-22.0"", ""website"": ""https://www.tmcpharmacy.com/"", ""category"": ""pharmacy"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.9902192950248718, ""category_source"": ""pharmacy"", ""source_record_id"": ""09b04eb0-d8fb-4b10-b8a5-7738e5e2c309""}}","'chemist':3,6 'modern':2,5 'new':7 'york':8",2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_19f3e5d237fa6d1a,Dumpling Kingdom,fast_food,,40.72963333129883,-73.99960327148438,POINT(-73.99960327148438 40.72963333129883),227 Sullivan St,New York,NY,10012,,2123538888,http://orderdumplingkingdomsullivan.com/,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,73,65,100,75,50,{},"{""overture"": {""lat"": 40.72963333129883, ""lon"": -73.99960327148438, ""zip"": ""10012"", ""city"": ""New York"", ""name"": ""Dumpling Kingdom"", ""brand"": null, ""phone"": ""2123538888"", ""state"": ""NY"", ""address"": ""227 Sullivan St"", ""release"": ""2026-07-22.0"", ""website"": ""http://orderdumplingkingdomsullivan.com/"", ""category"": ""fast_food"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.9199122190475464, ""category_source"": ""fast_food_restaurant"", ""source_record_id"": ""876d5f64-1354-4b09-a5af-bc2b4ce76bce""}}",'dumpl':1 'kingdom':2 'new':3 'york':4,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_1a0cf87b8478f58b,Sakhahar,restaurant,,40.84132766723633,-74.04691314697266,POINT(-74.04691314697266 40.84132766723633),87 Moonachie Rd,Moonachie,NJ,07074,,(201) 440-1818,http://www.sakhahar.com,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,73,65,100,75,50,{},"{""overture"": {""lat"": 40.84132766723633, ""lon"": -74.04691314697266, ""zip"": ""07074"", ""city"": ""Moonachie"", ""name"": ""Sakhahar"", ""brand"": null, ""phone"": ""(201) 440-1818"", ""state"": ""NJ"", ""address"": ""87 Moonachie Rd"", ""release"": ""2026-07-22.0"", ""website"": ""http://www.sakhahar.com"", ""category"": ""restaurant"", ""state_raw"": ""NJ"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.77, ""category_source"": ""restaurant"", ""source_record_id"": ""454ee6ba-52f0-45a9-8643-01000b2d4945""}}",'moonachi':2 'sakhahar':1,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_1a2bd75678f01669,Holly Jolly Holiday Bar,restaurant,,40.73138427734375,-74.00387573242188,POINT(-74.00387573242188 40.73138427734375),47 7th Ave S,New York,NY,10014-4043,,,bucketlisters.com,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,70,65,100,63,50,{},"{""overture"": {""lat"": 40.73138427734375, ""lon"": -74.00387573242188, ""zip"": ""10014-4043"", ""city"": ""New York"", ""name"": ""Holly Jolly Holiday Bar"", ""brand"": null, ""phone"": null, ""state"": ""NY"", ""address"": ""47 7th Ave S"", ""release"": ""2026-07-22.0"", ""website"": ""bucketlisters.com"", ""category"": ""restaurant"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.75, ""category_source"": ""restaurant"", ""source_record_id"": ""12864092-93e2-4b67-bf6b-908cc126cac1""}}",'bar':4 'holiday':3 'holli':1 'jolli':2 'new':5 'york':6,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_1a3f078e3d7266cf,Garden State Laundry,laundry,,40.737342834472656,-74.04322814941406,POINT(-74.04322814941406 40.737342834472656),50 Harrison St,Hoboken,NJ,07030,,(888) 225-8004,https://order.gardenstatelaundry.com,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,73,65,100,75,50,{},"{""overture"": {""lat"": 40.737342834472656, ""lon"": -74.04322814941406, ""zip"": ""07030"", ""city"": ""Hoboken"", ""name"": ""Garden State Laundry"", ""brand"": null, ""phone"": ""(888) 225-8004"", ""state"": ""NJ"", ""address"": ""50 Harrison St"", ""release"": ""2026-07-22.0"", ""website"": ""https://order.gardenstatelaundry.com"", ""category"": ""laundry"", ""state_raw"": ""NJ"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.9199122190475464, ""category_source"": ""laundry_services"", ""source_record_id"": ""002d1e5e-0111-43b2-983d-02c89b5bc06d""}}",'garden':1 'hoboken':4 'laundri':3 'state':2,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_1a4c25103e0b5b66,Chang Chen Grocery Inc,grocery,,40.71247863769531,-73.99674224853516,POINT(-73.99674224853516 40.71247863769531),31 Catherine St,New York,NY,10038-1005,,,,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,68,65,100,50,50,{},"{""overture"": {""lat"": 40.71247863769531, ""lon"": -73.99674224853516, ""zip"": ""10038-1005"", ""city"": ""New York"", ""name"": ""Chang Chen Grocery Inc"", ""brand"": null, ""phone"": null, ""state"": ""NY"", ""address"": ""31 Catherine St"", ""release"": ""2026-07-22.0"", ""website"": null, ""category"": ""grocery"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.5, ""category_source"": ""grocery_store"", ""source_record_id"": ""1b2a9cfb-6acf-49e5-b6f8-e71519e0b405""}}",'chang':1 'chen':2 'groceri':3 'inc':4 'new':5 'york':6,2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
biz_1a65d577b27aa19a,Chase Bank,atm_bank,Chase,40.72607421875,-73.99657440185547,POINT(-73.99657440185547 40.72607421875),623 Broadway,New York,NY,10012-2606,,+12124209085,https://www.chase.com/locator/banking/us/ny/new-york/623-broadway,{overture},,businesses_conflate,1100,2026-07-22 18:44:37.477175+00,2026-07-22 00:00:00+00,78,65,100,100,50,{},"{""overture"": {""lat"": 40.72607421875, ""lon"": -73.99657440185547, ""zip"": ""10012-2606"", ""city"": ""New York"", ""name"": ""Chase Bank"", ""brand"": ""Chase"", ""phone"": ""+12124209085"", ""state"": ""NY"", ""address"": ""623 Broadway"", ""release"": ""2026-07-22.0"", ""website"": ""https://www.chase.com/locator/banking/us/ny/new-york/623-broadway"", ""category"": ""atm_bank"", ""state_raw"": ""NY"", ""observed_at"": ""2026-07-22T00:00:00+00:00"", ""src_confidence"": 0.9902192950248718, ""category_source"": ""bank_credit_union"", ""source_record_id"": ""39bfb613-599d-442a-b524-85f4e84df567""}}","'bank':2 'chase':1,3 'new':4 'york':5",2026-07-22 00:00:00+00,overture,62,likely_open,95,50,0,{}
