chain_site_id,spider,brand,name,street,city,state,phone,website,opening_hours,open_24h,lat,lon,geom,observed_at,run_id,ingested_at
fleetpride_us:CSC,fleetpride_us,FleetPride,FleetPride Parts,691 Addison Rd,Painted Post,NY,+1 607-936-1222,https://branches.fleetpride.com/ny/paintedpost/truckparts-csc.html,Mo-Fr 08:00-17:00,,42.1309246,-77.1229435,POINT(-77.1229435 42.1309246),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:CSC-SC,fleetpride_us,FleetPride,FleetPride Service Center,691 Addison Rd,Painted Post,NY,+1 607-936-1222,https://branches.fleetpride.com/ny/paintedpost/truckparts-csc-sc.html,Mo-Fr 08:00-17:00,,42.1309246,-77.1229435,POINT(-77.1229435 42.1309246),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:CSP,fleetpride_us,FleetPride,FleetPride Parts,200 Pendell Blvd.,Mills,WY,+1 307-234-6936,https://branches.fleetpride.com/wy/mills/truckparts-csp.html,Mo-Fr 08:00-17:00,,42.8458559,-106.3687049,POINT(-106.3687049 42.8458559),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:CUL,fleetpride_us,FleetPride,FleetPride Parts,1789 Eva Rd NE,Cullman,AL,+1 256-734-0181,https://branches.fleetpride.com/al/cullman/truckparts-cul.html,Mo-Fr 07:30-17:00; Sa 08:00-12:00,,34.2007872,-86.8293209,POINT(-86.8293209 34.2007872),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:CVE,fleetpride_us,FleetPride,FleetPride Parts,5500 Cloverleaf Parkway,Valley View,OH,+1 216-642-2398,https://branches.fleetpride.com/oh/valleyview/truckparts-cve.html,Mo-Fr 07:30-17:00,,41.4120959,-81.634846,POINT(-81.634846 41.4120959),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:DAL,fleetpride_us,FleetPride,FleetPride Parts,3600 S Dixie Rd,Dalton,GA,+1 706-277-7782,https://branches.fleetpride.com/ga/dalton/truckparts-dal.html,Mo-Fr 07:30-17:00; Sa 08:00-12:00,,34.6919532,-84.992033,POINT(-84.992033 34.6919532),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:DAN,fleetpride_us,FleetPride,FleetPride Parts,5 Christopher Columbus Ave,Danbury,CT,+1 203-797-1888,https://branches.fleetpride.com/ct/danbury/truckparts-dan.html,Mo-Fr 07:00-17:00,,41.3866807,-73.4977116,POINT(-73.4977116 41.3866807),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:DCT,fleetpride_us,FleetPride,FleetPride Parts,4441 Reas Bridge Rd,Decatur,IL,+1 217-875-5755,https://branches.fleetpride.com/il/decatur/truckparts-dct.html,Mo-Fr 07:30-17:00,,39.8814336,-88.8865057,POINT(-88.8865057 39.8814336),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:DEC,fleetpride_us,FleetPride,FleetPride Parts,1101 McEntire Lane NW,Decatur,AL,+1 256-353-7977,https://branches.fleetpride.com/al/decatur/truckparts-dec.html,Mo-Fr 07:30-17:00; Sa 08:00-12:00,,34.6189116,-87.0339113,POINT(-87.0339113 34.6189116),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:DENN,fleetpride_us,FleetPride,FleetPride Parts,7725 Dahlia St,Commerce City,CO,+1 303-288-1166,https://branches.fleetpride.com/co/commercecity/truckparts-denn.html,Mo-Fr 07:00-17:00,,39.8372394,-104.9319953,POINT(-104.9319953 39.8372394),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:DET,fleetpride_us,FleetPride,FleetPride Parts,1280 John A Papalas Dr,Lincoln Park,MI,+1 313-842-8000,https://branches.fleetpride.com/mi/lincolnpark/truckparts-det.html,Mo-Fr 07:00-17:00; Sa 08:00-12:00,,42.2607533,-83.1798891,POINT(-83.1798891 42.2607533),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:DLS-SC,fleetpride_us,FleetPride,FleetPride Service Center,35080 Lyndon B Johnson Freeway,Dallas,TX,+1 214-736-3707,https://branches.fleetpride.com/tx/dallas/truckparts-dls-sc.html,Mo-Fr 07:30-17:00,,32.650363,-96.7661681,POINT(-96.7661681 32.650363),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:DNV-SC,fleetpride_us,FleetPride,FleetPride Service Center,9638 McWhorter Rd,Dansville,NY,+1 585-432-1415,https://branches.fleetpride.com/ny/dansville/truckparts-dnv-sc.html,Mo-Fr 08:00-17:00,,42.5644479,-77.7152252,POINT(-77.7152252 42.5644479),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:DON-SC,fleetpride_us,FleetPride,FleetPride Service Center,330 Bic Rd,Dothan,AL,+1 334-671-2221,https://branches.fleetpride.com/al/dothan/truckparts-don-sc.html,Mo-Fr 07:30-16:30,,31.2467499,-85.3868902,POINT(-85.3868902 31.2467499),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:DOT,fleetpride_us,FleetPride,FleetPride Parts,2308 N Range St,Dothan,AL,+1 334-793-6444,https://branches.fleetpride.com/al/dothan/truckparts-dot.html,Mo-Fr 07:00-17:00; Sa 08:00-12:00,,31.2470781,-85.3818374,POINT(-85.3818374 31.2470781),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:DOV,fleetpride_us,FleetPride,FleetPride Parts,163 Vepco Ct,Camden,DE,+1 302-698-1719,https://branches.fleetpride.com/de/camden/truckparts-dov.html,Mo-Fr 07:30-17:00; Sa 08:00-12:00,,39.1077587,-75.557237,POINT(-75.557237 39.1077587),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:DPA-SC,fleetpride_us,FleetPride,FleetPride Service Center,2275 N Reading Rd,Denver,PA,+1 717-738-2461,https://branches.fleetpride.com/pa/denver/truckparts-dpa-sc.html,Mo-Fr 07:00-17:00,,40.2262089,-76.0906534,POINT(-76.0906534 40.2262089),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:DT,fleetpride_us,FleetPride,FleetPride Parts,3942 Irving Blvd,Dallas,TX,+1 214-630-8360,https://branches.fleetpride.com/tx/dallas/truckparts-dt.html,Mo-Fr 08:00-17:00; Sa 09:00-12:00,,32.8073448059054,-96.883474460048,POINT(-96.883474460048 32.8073448059054),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:DTN,fleetpride_us,FleetPride,FleetPride Parts,"4050 Corporate Dr, Suite 400 A",Grapevine,TX,+1 817-722-0300,https://branches.fleetpride.com/tx/grapevine/truckparts-dtn.html,Mo-Fr 07:30-17:00,,32.9810079,-97.0254524,POINT(-97.0254524 32.9810079),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:DTS,fleetpride_us,FleetPride,FleetPride Parts,605 North I45,Wilmer,TX,+1 972-525-6805,https://branches.fleetpride.com/tx/wilmer/truckparts-dts.html,Mo-Fr 08:00-17:00,,32.5975112,-96.6836801,POINT(-96.6836801 32.5975112),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:DVS,fleetpride_us,FleetPride,FleetPride Parts,9638 McWhorter Rd,Dansville,NY,+1 585-432-1415,https://branches.fleetpride.com/ny/dansville/truckparts-dvs.html,Mo-Fr 08:00-17:00,,42.5644322,-77.715251,POINT(-77.715251 42.5644322),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:EC,fleetpride_us,FleetPride,FleetPride Parts,3340 Hogarth St,Eau Claire,WI,+1 715-832-0422,https://branches.fleetpride.com/wi/eauclaire/truckparts-ec.html,Mo-Fr 07:00-17:00,,44.8689509,-91.4592538,POINT(-91.4592538 44.8689509),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:EC-SC,fleetpride_us,FleetPride,FleetPride Service Center,3340 Hogarth St,Eau Claire,WI,+1 715-832-0422,https://branches.fleetpride.com/wi/eauclaire/truckparts-ec-sc.html,Mo-Fr 07:00-17:00,,44.8689509,-91.4592538,POINT(-91.4592538 44.8689509),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:EDI,fleetpride_us,FleetPride,FleetPride Parts,"191 Talmadge Rd, Suite 1",Edison,NJ,+1 732-287-3400,https://branches.fleetpride.com/nj/edison/truckparts-edi.html,Mo-Fr 07:00-17:00; Sa 08:00-12:00,,40.538348,-74.3948501,POINT(-74.3948501 40.538348),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:EG,fleetpride_us,FleetPride,FleetPride Parts,3380 Mike Collins Dr,Eagan,MN,+1 651-454-1100,https://branches.fleetpride.com/mn/eagan/truckparts-eg.html,Mo-Fr 07:30-17:00,,44.834898,-93.1297446,POINT(-93.1297446 44.834898),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:EGN,fleetpride_us,FleetPride,FleetPride Parts,1045 Garfield St,Eugene,OR,+1 541-345-8441,https://branches.fleetpride.com/or/eugene/truckparts-egn.html,Mo-Fr 08:00-17:00,,44.0482851,-123.1226461,POINT(-123.1226461 44.0482851),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:ELG,fleetpride_us,FleetPride,FleetPride Parts,620 Stevenson Rd,South Elgin,IL,+1 847-741-1101,https://branches.fleetpride.com/il/southelgin/truckparts-elg.html,Mo-Fr 08:00-17:00; Sa 08:00-12:00,,42.0027569,-88.3034931,POINT(-88.3034931 42.0027569),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:ELK,fleetpride_us,FleetPride,FleetPride Parts,800 E Pulaski Hwy,Elkton,MD,+1 410-398-1515,https://branches.fleetpride.com/md/elkton/truckparts-elk.html,Mo-Fr 07:00-17:00,,39.6014451,-75.80096,POINT(-75.80096 39.6014451),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:ELP,fleetpride_us,FleetPride,FleetPride Parts,"11500 Rojas Dr, Suite F",El Paso,TX,+1 915-629-0095,https://branches.fleetpride.com/tx/elpaso/truckparts-elp.html,Mo-Fr 08:00-17:00,,31.7368688,-106.3152005,POINT(-106.3152005 31.7368688),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:ESC,fleetpride_us,FleetPride,FleetPride Parts,572 N Tulip St,Escondido,CA,+1 760-752-9828,https://branches.fleetpride.com/ca/escondido/truckparts-esc.html,Mo-Fr 08:00-17:00,,33.1207629,-117.1002772,POINT(-117.1002772 33.1207629),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:EVA,fleetpride_us,FleetPride,FleetPride Parts,920 W Franklin St,Evansville,IN,+1 812-425-3119,https://branches.fleetpride.com/in/evansville/truckparts-eva.html,Mo-Fr 07:30-17:00,,37.9796571,-87.5768899,POINT(-87.5768899 37.9796571),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:EVE,fleetpride_us,FleetPride,FleetPride Driveline,3116 Hill Avenue,Everett,WA,+1 425-258-4013,https://branches.fleetpride.com/wa/everett/truckparts-eve.html,Mo-Fr 08:00-17:00,,47.9760390137901,-122.19637171686,POINT(-122.19637171686 47.9760390137901),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:EWD,fleetpride_us,FleetPride,FleetPride Parts,5291 Hwy 42,Ellenwood,GA,+1 770-961-2505,https://branches.fleetpride.com/ga/ellenwood/truckparts-ewd.html,Mo-Fr 08:00-17:00,,33.6106081,-84.3042827,POINT(-84.3042827 33.6106081),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:EWD-SC,fleetpride_us,FleetPride,FleetPride Service Center,5291 Hwy 42,Ellenwood,GA,+1 770-961-2505,https://branches.fleetpride.com/ga/ellenwood/truckparts-ewd-sc.html,Mo-Fr 08:00-17:00,,33.6106081,-84.3042827,POINT(-84.3042827 33.6106081),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:EWDT-TS,fleetpride_us,FleetPride,FleetPride Service Center - Trailer Shop,3060 Ellenwood Industrial Drive,Ellenwood,GA,+1 770-961-2505,https://branches.fleetpride.com/ga/ellenwood/truckparts-ewdt-ts.html,Mo-Fr 08:00-17:00,,33.613396,-84.2889356,POINT(-84.2889356 33.613396),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:FAR,fleetpride_us,FleetPride,FleetPride Parts,1320 45th N,Fargo,ND,+1 701-235-0526,https://branches.fleetpride.com/nd/fargo/truckparts-far.html,Mo-Fr 07:30-17:00,,46.8947813,-96.8633908,POINT(-96.8633908 46.8947813),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:FAR-SC,fleetpride_us,FleetPride,FleetPride Service Center,1320 45th N,Fargo,ND,+1 701-235-0526,https://branches.fleetpride.com/nd/fargo/truckparts-far-sc.html,Mo-Fr 07:30-17:00,,46.8947813,-96.8633908,POINT(-96.8633908 46.8947813),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:FDL,fleetpride_us,FleetPride,FleetPride Parts,385 N Pioneer Rd,Fond Du Lac,WI,+1 920-923-3444,https://branches.fleetpride.com/wi/fonddulac/truckparts-fdl.html,Mo-Fr 07:00-17:00,,43.802012,-88.49046,POINT(-88.49046 43.802012),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:FDL-SC,fleetpride_us,FleetPride,FleetPride Service Center,385 N Pioneer Rd,Fond Du Lac,WI,+1 920-923-3444,https://branches.fleetpride.com/wi/fonddulac/truckparts-fdl-sc.html,Mo-Fr 06:30-17:00,,43.802012,-88.49046,POINT(-88.49046 43.802012),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:FIF,fleetpride_us,FleetPride,FleetPride Driveline,4624 16th St. E,Fife,WA,+1 253-922-7350,https://branches.fleetpride.com/wa/fife/truckparts-fif.html,Mo-Fr 08:00-17:00,,47.2422531013057,-122.36710394186,POINT(-122.36710394186 47.2422531013057),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:FLT,fleetpride_us,FleetPride,FleetPride Parts,3226 E Bristol Rd,Burton,MI,+1 810-742-7900,https://branches.fleetpride.com/mi/burton/truckparts-flt.html,Mo-Fr 07:30-17:00; Sa 09:00-12:00,,42.9742181,-83.6445688,POINT(-83.6445688 42.9742181),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:FON,fleetpride_us,FleetPride,FleetPride Parts,"15777 Valley Blvd, Suite B",Fontana,CA,+1 909-829-6320,https://branches.fleetpride.com/ca/fontana/truckparts-fon.html,Mo-Fr 08:00-17:00; Sa 08:00-12:00,,34.0693024,-117.4607461,POINT(-117.4607461 34.0693024),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:FRD,fleetpride_us,FleetPride,FleetPride Parts,"900 E Patrick St, Bldg 4A",Frederick,MD,+1 301-694-6622,https://branches.fleetpride.com/md/frederick/truckparts-frd.html,Mo-Fr 07:00-17:00; Sa 08:00-12:00,,39.4090152,-77.3922409,POINT(-77.3922409 39.4090152),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:FRE,fleetpride_us,FleetPride,FleetPride Parts,2495 S Orange Ave,Fresno,CA,+1 559-486-8550,https://branches.fleetpride.com/ca/fresno/truckparts-fre.html,Mo-Fr 07:30-17:00,,36.7106176,-119.7629165,POINT(-119.7629165 36.7106176),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:FRM,fleetpride_us,FleetPride,FleetPride Parts,1410 W Murray Dr,Farmington,NM,+1 505-326-0831,https://branches.fleetpride.com/nm/farmington/truckparts-frm.html,Mo-Fr 07:30-17:00,,36.7286839,-108.2287162,POINT(-108.2287162 36.7286839),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:FRO,fleetpride_us,FleetPride,FleetPride Parts,2513 East Jensen,Fresno,CA,+1 559-485-7278,https://branches.fleetpride.com/ca/fresno/truckparts-fro.html,Mo-Fr 07:30-17:00,,36.707389,-119.780897,POINT(-119.780897 36.707389),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:FTN,fleetpride_us,FleetPride,FleetPride Parts,14553 Fontlee Lane,Fontana,CA,+1 909-829-9206,https://branches.fleetpride.com/ca/fontana/truckparts-ftn.html,Mo-Fr 08:00-17:00; Sa 08:00-12:00,,34.083132,-117.487005,POINT(-117.487005 34.083132),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:FTP,fleetpride_us,FleetPride,FleetPride Parts,999 Wheeler Ter,Fort Pierce,FL,+1 772-468-7825,https://branches.fleetpride.com/fl/fortpierce/truckparts-ftp.html,Mo-Fr 07:30-17:00; Sa 08:00-12:00,,27.4153787,-80.3969773,POINT(-80.3969773 27.4153787),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:FTS,fleetpride_us,FleetPride,FleetPride Parts,4711 S Zero St,Fort Smith,AR,+1 479-648-6752,https://branches.fleetpride.com/ar/fortsmith/truckparts-fts.html,Mo-Fr 07:30-17:00; Sa 08:00-12:00,,35.3284911,-94.3837371,POINT(-94.3837371 35.3284911),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:FTW,fleetpride_us,FleetPride,FleetPride Parts,"1120 S Blue Mound Rd, Unit B",Saginaw,TX,+1 817-625-5244,https://branches.fleetpride.com/tx/saginaw/truckparts-ftw.html,Mo-Fr 08:00-17:00; Sa 08:00-12:00,,32.8466937,-97.3438071,POINT(-97.3438071 32.8466937),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:FWA,fleetpride_us,FleetPride,FleetPride Parts,4210 Goshen Rd,Fort Wayne,IN,+1 260-423-3336,https://branches.fleetpride.com/in/fortwayne/truckparts-fwa.html,Mo-Fr 07:30-17:00,,41.1339287,-85.1993828,POINT(-85.1993828 41.1339287),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:FWA-SC,fleetpride_us,FleetPride,FleetPride Service Center,4210 Goshen Rd,Fort Wayne,IN,+1 260-423-3336,https://branches.fleetpride.com/in/fortwayne/truckparts-fwa-sc.html,Mo-Fr 08:00-17:00,,41.1339287,-85.1993828,POINT(-85.1993828 41.1339287),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:GAI,fleetpride_us,FleetPride,FleetPride Parts,7533 Lindbergh Dr,Gaithersburg,MD,+1 301-963-9592,https://branches.fleetpride.com/md/gaithersburg/truckparts-gai.html,Mo-Fr 07:00-17:00; Sa 08:00-12:00,,39.1641108,-77.1528425,POINT(-77.1528425 39.1641108),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:GAR,fleetpride_us,FleetPride,FleetPride Parts,17000 S Main St,Gardena,CA,+1 310-532-4813,https://branches.fleetpride.com/ca/gardena/truckparts-gar.html,Mo-Fr 08:00-17:00; Sa 08:00-12:00,,33.8771916,-118.2739491,POINT(-118.2739491 33.8771916),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:GB,fleetpride_us,FleetPride,FleetPride Parts,1790 Velp Ave,Green Bay,WI,+1 920-499-4522,https://branches.fleetpride.com/wi/greenbay/truckparts-gb.html,Mo-Fr 08:00-17:00,,44.5535974,-88.0538055,POINT(-88.0538055 44.5535974),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:GB-SC,fleetpride_us,FleetPride,FleetPride Service Center,1790 Velp Ave,Green Bay,WI,+1 920-499-4522,https://branches.fleetpride.com/wi/greenbay/truckparts-gb-sc.html,Mo-Fr 08:00-17:00,,44.5535974,-88.0538055,POINT(-88.0538055 44.5535974),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:GNS,fleetpride_us,FleetPride,FleetPride Parts,2331 Danbury Ln,Gainesville,GA,+1 678-450-1872,https://branches.fleetpride.com/ga/gainesville/truckparts-gns.html,Mo-Fr 07:30-17:00,,34.2673612,-83.8117074,POINT(-83.8117074 34.2673612),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:GNV,fleetpride_us,FleetPride,FleetPride Parts,1137 White Horse Rd,Greenville,SC,+1 864-277-8362,https://branches.fleetpride.com/sc/greenville/truckparts-gnv.html,Mo-Fr 07:30-17:00; Sa 08:00-12:00,,34.7834253,-82.4049311,POINT(-82.4049311 34.7834253),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:GOL,fleetpride_us,FleetPride,FleetPride Parts,"1002 US Highway 117 Bypass S, Suite A",Goldsboro,NC,+1 919-735-3993,https://branches.fleetpride.com/nc/goldsboro/truckparts-gol.html,Mo-Fr 07:30-17:00,,35.3693333,-78.0107534,POINT(-78.0107534 35.3693333),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:GRB,fleetpride_us,FleetPride,FleetPride Parts,7603 Boeing Dr,Greensboro,NC,+1 336-665-9500,https://branches.fleetpride.com/nc/greensboro/truckparts-grb.html,Mo-Fr 07:30-17:00; Sa 08:00-12:00,,36.0851161,-79.9435046,POINT(-79.9435046 36.0851161),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:GRE,fleetpride_us,FleetPride,FleetPride Parts,2308 1st Avenue Ct,Greeley,CO,+1 970-346-1307,https://branches.fleetpride.com/co/greeley/truckparts-gre.html,Mo-Fr 08:00-17:00,,40.3999805,-104.6788704,POINT(-104.6788704 40.3999805),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:HAG,fleetpride_us,FleetPride,FleetPride Parts,16803 Notley Rd,Hagerstown,MD,+1 301-582-2182,https://branches.fleetpride.com/md/hagerstown/truckparts-hag.html,Mo-Fr 07:00-17:00; Sa 08:00-12:00,,39.6272192,-77.7882301,POINT(-77.7882301 39.6272192),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:HAR,fleetpride_us,FleetPride,FleetPride Parts,130 Murphy Rd,Hartford,CT,+1 860-724-6971,https://branches.fleetpride.com/ct/hartford/truckparts-har.html,Mo-Fr 07:30-17:00; Sa 08:00-12:00,,41.7393429,-72.6528237,POINT(-72.6528237 41.7393429),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:HAS,fleetpride_us,FleetPride,FleetPride Parts,1270 S Baltimore Ave,Hastings,NE,+1 402-463-6773,https://branches.fleetpride.com/ne/hastings/truckparts-has.html,Mo-Fr 08:00-17:00,,40.5674776,-98.4035171,POINT(-98.4035171 40.5674776),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:HAS-SC,fleetpride_us,FleetPride,FleetPride Service Center,1270 S Baltimore Ave,Hastings,NE,+1 402-463-6773,https://branches.fleetpride.com/ne/hastings/truckparts-has-sc.html,Mo-Fr 08:00-16:30; Sa 08:00-12:00,,40.5674776,-98.4035171,POINT(-98.4035171 40.5674776),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:HAY,fleetpride_us,FleetPride,FleetPride Parts,21130 Cabot Blvd,Hayward,CA,+1 510-732-7642,https://branches.fleetpride.com/ca/hayward/truckparts-hay.html,Mo-Fr 08:00-17:00; Sa 08:00-12:00,,37.6440019,-122.1369036,POINT(-122.1369036 37.6440019),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:HGB,fleetpride_us,FleetPride,FleetPride Parts,7800 Linglestown Rd,Harrisburg,PA,+1 717-635-7500,https://branches.fleetpride.com/pa/harrisburg/truckparts-hgb.html,Mo-Fr 07:00-17:00,,40.3547344,-76.7277264,POINT(-76.7277264 40.3547344),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:HGB-SC,fleetpride_us,FleetPride,FleetPride Service Center,7800 Linglestown Rd,Harrisburg,PA,+1 717-635-7500,https://branches.fleetpride.com/pa/harrisburg/truckparts-hgb-sc.html,Mo-Fr 07:00-17:00,,40.3547344,-76.7277264,POINT(-76.7277264 40.3547344),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:HIC,fleetpride_us,FleetPride,FleetPride Parts,8814 Dietz Ave,Hickory,NC,+1 828-328-1551,https://branches.fleetpride.com/nc/hickory/truckparts-hic.html,Mo-Fr 07:30-17:00; Sa 08:00-12:00,,35.731386,-81.3659783,POINT(-81.3659783 35.731386),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:HOU-SC,fleetpride_us,FleetPride,FleetPride Service Center,11051 Eastex Freeway,Houston,TX,+1 281-219-2086,https://branches.fleetpride.com/tx/houston/truckparts-hou-sc.html,Mo-Fr 07:30-17:00,,29.8750509,-95.3290304,POINT(-95.3290304 29.8750509),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:HRN,fleetpride_us,FleetPride,FleetPride Parts,4424 Hwy 65 South,Harrison,AR,+1 870-743-4334,https://branches.fleetpride.com/ar/harrison/truckparts-hrn.html,Mo-Fr 07:30-17:00,,36.1890373,-93.0308118,POINT(-93.0308118 36.1890373),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:HRS,fleetpride_us,FleetPride,FleetPride Parts,15 Roadway Dr,Carlisle,PA,+1 717-243-0134,https://branches.fleetpride.com/pa/carlisle/truckparts-hrs.html,Mo-Fr 07:30-17:00,,40.2303904,-77.111526,POINT(-77.111526 40.2303904),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:HSB,fleetpride_us,FleetPride,FleetPride Parts,100 White Picket Trl,Mt. Crawford,VA,+1 540-246-0038,https://branches.fleetpride.com/va/mt-crawford/truckparts-hsb.html,Mo-Fr 07:30-17:00,,38.3751376,-78.9344372,POINT(-78.9344372 38.3751376),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:HSC,fleetpride_us,FleetPride,FleetPride,9925 Aldine Westfield Road,Houston,TX,+1 713-694-3077,https://branches.fleetpride.com/tx/houston/truckparts-hsc.html,Mo-Fr 08:00-16:30,,29.856775,-95.3508615,POINT(-95.3508615 29.856775),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
fleetpride_us:HSC-SC,fleetpride_us,FleetPride,FleetPride Service Center,9925 Aldine Westfield Rd,Houston,TX,+1 713-694-3077,https://branches.fleetpride.com/tx/houston/truckparts-hsc-sc.html,Mo-Fr 08:00-16:30,,29.856775,-95.3508615,POINT(-95.3508615 29.856775),2026-08-11 21:11:13+00,8052,2026-08-18 06:59:48.232286+00
