state,product,observed_on,price_usd_gal,source_id,attribution,note,ingested_at
ID,diesel,2026-08-11,5.351,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-11 03:48:17.844757+00
ID,diesel,2026-08-05,5.352,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-05 04:30:49.690791+00
ID,diesel,2026-08-06,5.364,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-06 03:42:29.881766+00
ID,diesel,2026-08-07,5.369,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-07 01:05:00.33444+00
ID,diesel,2026-07-28,5.152,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-07-28 04:22:02.481431+00
ID,diesel,2026-08-14,5.423,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-14 03:25:35.257151+00
ID,diesel,2026-08-03,5.316,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-03 04:10:38.869331+00
ID,diesel,2026-08-09,5.354,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-09 01:01:19.655887+00
ID,diesel,2026-08-04,5.352,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-04 07:54:47.958234+00
ID,diesel,2026-08-10,5.355,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-10 03:38:18.245012+00
ID,diesel,2026-08-08,5.361,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-08 02:08:56.048448+00
ID,diesel,2026-08-13,5.402,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-13 00:50:03.363793+00
IL,diesel,2026-08-08,5.295,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-08 02:08:56.048448+00
IL,diesel,2026-08-07,5.305,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-07 01:05:00.33444+00
IL,diesel,2026-07-26,5.178,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-07-26 12:23:56.711299+00
IL,diesel,2026-08-13,5.298,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-13 00:50:03.363793+00
IL,diesel,2026-08-09,5.283,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-09 01:01:19.655887+00
IL,diesel,2026-07-28,5.177,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-07-28 04:22:02.481431+00
IL,diesel,2026-08-06,5.315,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-06 03:42:29.881766+00
IL,diesel,2026-08-10,5.277,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-10 03:38:18.245012+00
IL,diesel,2026-07-24,5.095,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-07-24 12:36:52.10235+00
IL,diesel,2026-08-11,5.272,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-11 03:48:17.844757+00
IL,diesel,2026-08-12,5.271,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-12 03:55:43.892073+00
IL,diesel,2026-08-05,5.324,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-05 04:30:49.690791+00
IL,diesel,2026-08-19,5.465,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-19 03:48:36.947414+00
IL,diesel,2026-08-17,5.457,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-17 03:34:51.704092+00
IL,diesel,2026-08-03,5.323,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-03 04:10:38.869331+00
IL,diesel,2026-08-04,5.324,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-04 07:54:47.958234+00
IL,diesel,2026-08-14,5.38,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-14 03:25:35.257151+00
IN,diesel,2026-08-19,5.521,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-19 03:48:36.947414+00
IN,diesel,2026-08-11,5.325,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-11 03:48:17.844757+00
IN,diesel,2026-07-26,5.22,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-07-26 12:23:56.711299+00
IN,diesel,2026-07-28,5.257,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-07-28 04:22:02.481431+00
IN,diesel,2026-08-08,5.34,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-08 02:08:56.048448+00
IN,diesel,2026-08-14,5.446,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-14 03:25:35.257151+00
IN,diesel,2026-08-13,5.387,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-13 00:50:03.363793+00
IN,diesel,2026-08-09,5.335,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-09 01:01:19.655887+00
IN,diesel,2026-08-03,5.36,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-03 04:10:38.869331+00
IN,diesel,2026-08-04,5.364,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-04 07:54:47.958234+00
IN,diesel,2026-08-07,5.347,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-07 01:05:00.33444+00
IN,diesel,2026-08-12,5.338,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-12 03:55:43.892073+00
IN,diesel,2026-08-17,5.508,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-17 03:34:51.704092+00
IN,diesel,2026-08-10,5.331,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-10 03:38:18.245012+00
IN,diesel,2026-08-06,5.354,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-06 03:42:29.881766+00
IN,diesel,2026-08-05,5.364,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-05 04:30:49.690791+00
IN,diesel,2026-07-24,5.053,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-07-24 12:36:52.10235+00
KS,diesel,2026-08-06,4.855,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-06 03:42:29.881766+00
KS,diesel,2026-08-11,4.829,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-11 03:48:17.844757+00
KS,diesel,2026-08-10,4.827,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-10 03:38:18.245012+00
KS,diesel,2026-08-17,5.05,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-17 03:34:51.704092+00
KS,diesel,2026-08-08,4.825,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-08 02:08:56.048448+00
KS,diesel,2026-08-12,4.858,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-12 03:55:43.892073+00
KS,diesel,2026-08-19,5.083,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-19 03:48:36.947414+00
KS,diesel,2026-08-04,4.864,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-04 07:54:47.958234+00
KS,diesel,2026-08-03,4.862,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-03 04:10:38.869331+00
KS,diesel,2026-08-07,4.839,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-07 01:05:00.33444+00
KS,diesel,2026-08-09,4.828,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-09 01:01:19.655887+00
KS,diesel,2026-08-13,4.919,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-13 00:50:03.363793+00
KS,diesel,2026-07-28,4.845,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-07-28 04:22:02.481431+00
KS,diesel,2026-08-14,4.954,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-14 03:25:35.257151+00
KS,diesel,2026-07-26,4.832,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-07-26 12:23:56.711299+00
KS,diesel,2026-07-24,4.747,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-07-24 12:36:52.10235+00
KS,diesel,2026-08-05,4.864,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-05 04:30:49.690791+00
KY,diesel,2026-08-04,4.961,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-04 07:54:47.958234+00
KY,diesel,2026-07-26,4.874,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-07-26 12:23:56.711299+00
KY,diesel,2026-08-13,4.937,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-13 00:50:03.363793+00
KY,diesel,2026-08-03,4.957,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-03 04:10:38.869331+00
KY,diesel,2026-08-08,4.931,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-08 02:08:56.048448+00
KY,diesel,2026-08-12,4.92,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-12 03:55:43.892073+00
KY,diesel,2026-08-17,5.098,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-17 03:34:51.704092+00
KY,diesel,2026-08-05,4.961,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-05 04:30:49.690791+00
KY,diesel,2026-08-11,4.897,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-11 03:48:17.844757+00
KY,diesel,2026-07-24,4.815,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-07-24 12:36:52.10235+00
KY,diesel,2026-08-06,4.96,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-06 03:42:29.881766+00
KY,diesel,2026-08-10,4.907,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-10 03:38:18.245012+00
KY,diesel,2026-08-19,5.103,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-19 03:48:36.947414+00
KY,diesel,2026-08-07,4.943,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-07 01:05:00.33444+00
KY,diesel,2026-08-09,4.92,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-09 01:01:19.655887+00
KY,diesel,2026-07-28,4.877,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-07-28 04:22:02.481431+00
KY,diesel,2026-08-14,4.991,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-14 03:25:35.257151+00
LA,diesel,2026-08-09,4.961,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-09 01:01:19.655887+00
LA,diesel,2026-08-06,5.003,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-06 03:42:29.881766+00
LA,diesel,2026-07-26,4.991,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-07-26 12:23:56.711299+00
LA,diesel,2026-08-10,4.954,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-10 03:38:18.245012+00
LA,diesel,2026-07-24,4.939,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-07-24 12:36:52.10235+00
LA,diesel,2026-08-11,4.949,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-11 03:48:17.844757+00
LA,diesel,2026-08-07,4.993,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-07 01:05:00.33444+00
LA,diesel,2026-08-03,5.008,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-03 04:10:38.869331+00
LA,diesel,2026-08-13,4.959,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-13 00:50:03.363793+00
LA,diesel,2026-08-14,4.985,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-14 03:25:35.257151+00
LA,diesel,2026-08-04,5.013,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-04 07:54:47.958234+00
LA,diesel,2026-07-28,4.993,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-07-28 04:22:02.481431+00
LA,diesel,2026-08-05,5.013,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-05 04:30:49.690791+00
LA,diesel,2026-08-19,5.076,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-19 03:48:36.947414+00
LA,diesel,2026-08-12,4.945,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-12 03:55:43.892073+00
LA,diesel,2026-08-08,4.976,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-08 02:08:56.048448+00
LA,diesel,2026-08-17,5.058,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-17 03:34:51.704092+00
MA,diesel,2026-08-04,5.474,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-04 07:54:47.958234+00
MA,diesel,2026-08-13,5.439,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-13 00:50:03.363793+00
MA,diesel,2026-07-26,5.434,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-07-26 12:23:56.711299+00
MA,diesel,2026-07-24,5.372,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-07-24 12:36:52.10235+00
MA,diesel,2026-08-11,5.437,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-11 03:48:17.844757+00
MA,diesel,2026-08-06,5.465,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-06 03:42:29.881766+00
MA,diesel,2026-08-10,5.441,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-10 03:38:18.245012+00
MA,diesel,2026-08-17,5.461,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-17 03:34:51.704092+00
MA,diesel,2026-08-12,5.436,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-12 03:55:43.892073+00
MA,diesel,2026-08-05,5.474,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-05 04:30:49.690791+00
MA,diesel,2026-08-19,5.468,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-19 03:48:36.947414+00
MA,diesel,2026-08-08,5.448,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-08 02:08:56.048448+00
MA,diesel,2026-07-28,5.448,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-07-28 04:22:02.481431+00
MA,diesel,2026-08-07,5.46,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-07 01:05:00.33444+00
MA,diesel,2026-08-03,5.48,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-03 04:10:38.869331+00
MA,diesel,2026-08-09,5.446,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-09 01:01:19.655887+00
MA,diesel,2026-08-14,5.447,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-14 03:25:35.257151+00
MD,diesel,2026-08-03,5.434,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-03 04:10:38.869331+00
MD,diesel,2026-08-04,5.431,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-04 07:54:47.958234+00
MD,diesel,2026-07-24,5.409,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-07-24 12:36:52.10235+00
MD,diesel,2026-07-26,5.431,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-07-26 12:23:56.711299+00
MD,diesel,2026-08-12,5.399,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-12 03:55:43.892073+00
MD,diesel,2026-07-28,5.431,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-07-28 04:22:02.481431+00
MD,diesel,2026-08-06,5.428,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-06 03:42:29.881766+00
MD,diesel,2026-08-10,5.399,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-10 03:38:18.245012+00
MD,diesel,2026-08-05,5.431,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-05 04:30:49.690791+00
MD,diesel,2026-08-08,5.412,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-08 02:08:56.048448+00
MD,diesel,2026-08-17,5.568,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-17 03:34:51.704092+00
MD,diesel,2026-08-07,5.425,aaa_daily,AAA Gas Prices (data © Oil Price Information Service / AAA),"AAA daily state average, surveyed by OPIS/WEX — a state-wide average, still not the price at any individual pump",2026-08-07 01:05:00.33444+00
