osm_id,name,brand,state,truck_repair,trailer_repair,hgv_access,geom,source_id,run_id,ingested_at,observed_at,confidence,conf_trust,conf_fresh,conf_complete,conf_agree,flags,props,route_id,route_ref,route_name,route_dist_m,on_route_5km
node/13015188602,,,,t,,,POINT(-83.46266 34.2518514),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",406177,U 441,U 441,95,t
node/13015188856,,,,t,,,POINT(-122.3954442 45.5430788),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",39443,I 84,COLUMBIA RIVER HWY,193,t
node/13015189907,,,,t,,,POINT(-92.6786417 44.9658569),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",471588,I 94,I 94,223,t
node/13015190847,,,,t,,,POINT(-80.5109641 27.6375636),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",187231,I 95,I 95,578,t
node/13015191596,,,,t,,,POINT(-106.0656863 35.0078829),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",91207,I 40,I 40,499,t
node/13015191735,,,,t,,,POINT(-86.3573563 39.9480406),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",5438,I 65,I 65,180,t
node/13015192727,,,,t,,,POINT(-110.508374 41.3144845),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",82543,I 80,I 80,192,t
node/13015194609,,,,t,,,POINT(-96.5044534 29.0489972),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",130687,U 59,U 59,228,t
node/13015194701,,,,t,,,POINT(-112.8283735 37.8608647),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",80474,I 15,I 15,186,t
node/13015195393,,,,t,,,POINT(-89.9094111 38.7342555),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",381732,I 55,I 55,215,t
node/13015201645,,,,t,,,POINT(-93.9492939 32.4463132),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",152871,I 20,I 20,251,t
node/13015204507,,,,t,,,POINT(-75.8425552 42.1017032),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",452875,I 17,I 17,689,t
node/13015204609,,,,t,,,POINT(-83.8692266 43.3513556),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",188992,I 75,I 75,363,t
node/13015204634,,,,t,,,POINT(-76.5493038 39.2779477),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",444217,I 95,I 95,190,t
node/13015207649,,,,t,,,POINT(-89.751213 30.287139),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",173194,I 10,I 10,245,t
node/13015208327,,,,t,,,POINT(-77.7133718 39.782246),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",442079,I 81,AMERICAN LEGION MEMORIAL HWY,94,t
node/13015211171,,,,t,,,POINT(-95.7267442 38.4271515),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",270907,U 75,U 75,163,t
node/13015212937,,,,t,,,POINT(-82.8357688 36.3252154),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",406853,I 81,I 81,327,t
node/13015216332,,,,t,,,POINT(-98.058182 29.7496518),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",133226,I 35,I 35,184,t
node/13015216357,,,,t,,,POINT(-85.0810084 42.3032952),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",404724,I 94,I 94,383,t
node/13015216610,,,,t,,,POINT(-87.0985633 41.613054),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",4656,U 20,U 20,130,t
node/13015216863,,,,t,,,POINT(-118.9401341 34.9943443),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",31252,I 5,I 5,667,t
node/13015220509,,,,t,,,POINT(-83.1873829 30.6438959),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",187391,I 75,I 75,143,t
node/13015221592,,,,t,,,POINT(-77.7197394 42.5662302),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",450650,I 390,I 390,183,t
node/13015223378,,,,t,,,POINT(-88.41865 41.392248),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",382249,I 80,I 80,141,t
node/13015223616,,,,t,,,POINT(-87.2388724 41.590502),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",4536,I 90,EAST-WEST TOLLRD,276,t
node/13015224319,,,,t,,,POINT(-87.2622076 41.1453738),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",3885,S 10,S 10,99,t
node/13015228201,,,,t,,,POINT(-75.238106 39.8187252),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",454597,I 295,I 295,207,t
node/13015228407,,,,t,,,POINT(-96.244939 32.6896177),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",145465,I 20,I 20,402,t
node/13015239546,,,,t,,,POINT(-80.9875175 33.9532868),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",408195,I 77,SOUTHEASTERN BLTWY,271,t
node/13015245999,,,,t,,,POINT(-80.5909288 35.9257783),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",409760,I 40,I 40,312,t
node/13015263124,,,,t,,,POINT(-110.2102625 34.9043049),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",75313,I 40,I 40,294,t
node/13015265362,,,,t,,,POINT(-92.4468693 41.6997349),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",303875,I 80,I 80,448,t
node/13015269480,,,,t,,,POINT(-81.9845161 30.2854529),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",187530,U 301,U 301,169,t
node/13015274698,,,,t,,,POINT(-84.9877024 42.1068195),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",404707,I 69,I 69,666,t
node/13015279248,,,,t,,,POINT(-86.1235294 33.586888),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",383362,I 20,I 20,431,t
node/13015284004,,,,t,,,POINT(-86.4811228 39.611283),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",2177,I 70,I 70,178,t
node/13015486943,,,,t,,,POINT(-113.7852877 35.1758254),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",68380,I 40,I 40,144,t
node/13015491669,,,,t,,,POINT(-122.1940291 39.9058908),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",29531,I 5,I 5,514,t
node/13015492440,TA Truck Service,,,t,,,POINT(-71.6650629 41.6091495),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""name"": ""TA Truck Service"", ""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",461510,I 95,I 95,835,t
node/13015496664,,,,t,,,POINT(-74.71084 40.1233823),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",455783,I 295,I 295,542,t
node/13015497519,,,,t,,,POINT(-84.239067 35.8740593),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",388540,I 40,I 40,314,t
node/13015499136,,,,t,,,POINT(-84.2345274 35.8771455),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",388545,I 40,I 40,226,t
node/13015500081,,,,t,,,POINT(-114.1290772 46.9472832),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",87436,I 90,I 90,232,t
node/13015500453,,,,t,,,POINT(-84.2450872 36.3754244),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",388640,I 75,I 75,193,t
node/13015503953,,,,t,,,POINT(-106.2430635 31.6588837),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",24184,S 1281,S 1281,281,t
node/13015507014,,,,t,,,POINT(-97.0442265 45.3108487),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",330971,U 12,U 12,84,t
node/13015511887,,,,t,,,POINT(-97.7635896 32.7386953),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",136731,I 20,I 20,179,t
node/13015512963,,,,t,,,POINT(-93.9039847 32.4457677),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",152891,I 20,I 20,115,t
node/13015520018,,,,t,,,POINT(-90.4611629 30.4778596),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",164321,I 12,I 12,111,t
node/13015520300,,,,t,,,POINT(-106.2127304 42.8449431),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",113854,I 25,I 25,160,t
node/13015522289,,,,t,,,POINT(-84.4883005 33.7901421),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",386552,I 285,I 285,147,t
node/13015525487,,,,t,,,POINT(-84.0582231 33.2059078),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",185834,I 75,I 75,190,t
node/13015526812,,,,t,,,POINT(-111.6683623 32.81173),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",17158,I 10,I 10,391,t
node/13015528115,,,,t,,,POINT(-97.4726397 35.4661206),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",196307,I 40,I 40,272,t
node/13015528816,,,FL,t,,,POINT(-82.5965506 29.9939478),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""addr:city"": ""Lake City"", ""addr:state"": ""FL"", ""addr:street"": ""South US Highway 441"", ""addr:postcode"": ""32024"", ""addr:housenumber"": ""14321"", ""service:vehicle:truck_repair"": ""yes""}",187452,I 75,I 75,567,t
node/13015529047,,,,t,,,POINT(-94.1536179 30.0359922),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",147650,I 10,I 10,400,t
node/13015531860,,,,t,,,POINT(-107.9035494 35.1785264),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""truck_repair""}",90725,I 40,I 40,234,t
node/13015531861,,,,t,,,POINT(-88.5733572 39.1172008),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",381908,I 57,I 57,327,t
node/13015531958,,,,t,,,POINT(-101.7434031 35.1899498),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",95047,I 40,I 40,307,t
node/13015532001,,,,t,,,POINT(-98.3791137 29.4371145),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",132933,I 10,I 10,227,t
node/13015535117,,,,t,,,POINT(-90.1337028 35.1540343),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",366309,I 40,I 40,252,t
node/13015536135,,,,t,,,POINT(-82.2460046 29.4113834),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",187482,I 75,I 75,390,t
node/13015536208,,,,t,,,POINT(-122.8103927 42.2803828),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",37248,I 5,PACIFIC HWY,229,t
node/13015581829,,,,t,,,POINT(-118.9508227 34.9858821),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",31252,I 5,I 5,515,t
node/13015592090,,,,t,,,POINT(-97.088719 32.045151),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",137359,I 35,I 35,585,t
node/13015607031,,,,t,,,POINT(-84.8091719 39.8361672),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",9261,I 70,I 70,730,t
node/13015613168,,,,t,,,POINT(-87.0945534 36.0826455),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",384523,I 40,I 40,150,t
node/13015618140,,,,t,,,POINT(-106.5804291 31.955783),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",23774,I 10,I 10,223,t
node/13015620147,,,,t,,,POINT(-87.0889449 33.2815302),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",184065,I 20,I 20,252,t
node/13015624151,,,,t,,,POINT(-117.561374 47.5917951),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",63176,I 90,I 90,196,t
node/13015624167,,,,t,,,POINT(-97.6143542 38.8805624),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",230525,I 70,I 70,492,t
node/13015626800,,,,t,,,POINT(-81.6664141 30.7956288),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",188140,I 95,I 95,632,t
node/13015629188,,,,t,,,POINT(-114.9528426 41.099516),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",68939,I 80,I 80,142,t
node/13015636727,,,,t,,,POINT(-80.7144606 41.1388858),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",435300,I 80,I 80,530,t
node/13015636729,,,,t,,,POINT(-75.7427904 41.3286718),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",447446,I 81,AMERICAN LEGION MEMORIAL HWY,398,t
node/13015641737,,,,t,,,POINT(-96.8666697 46.8495397),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",333009,I 94,I 94,224,t
node/13015644896,,,,t,,,POINT(-76.8431372 42.9668885),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",451958,I 90,NEW YORK STATE THWY,90,t
node/13015644905,,,,t,,,POINT(-86.0824031 33.9935597),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",383368,I 59,I 59,592,t
node/13015645005,,,,t,,,POINT(-115.0265631 36.2780185),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",68620,I 15,I 15,428,t
node/13015645750,,,,t,,,POINT(-92.1302345 34.782091),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",359133,I 40,I 40,272,t
node/13015646417,,,,t,,,POINT(-83.4656292 41.5325072),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",418556,I 280,I 280,223,t
node/13015646760,,,,t,,,POINT(-89.0307543 41.9358285),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",189065,I 39,I 39,565,t
node/13015648370,,,,t,,,POINT(-119.7065377 39.524253),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",36375,I 80,I 80,318,t
node/13015648375,,,IL,t,,,POINT(-87.7550662 41.4253482),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""addr:city"": ""Monee"", ""addr:state"": ""IL"", ""addr:street"": ""West Monee Manhattan Road"", ""addr:postcode"": ""60449"", ""addr:housenumber"": ""5915"", ""service:vehicle:truck_repair"": ""yes""}",389137,I 57,I 57,360,t
node/13015649390,,,,t,,,POINT(-85.5504566 40.2775285),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",9813,U 35,U 35,103,t
node/13015653541,,,,t,,,POINT(-87.3533142 41.5630835),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",4375,I 80,TRI-STATE HWY,583,t
node/13015654303,,,,t,,,POINT(-85.3283268 39.3187529),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",8110,I 74,I 74,243,t
node/13015654542,,,,t,,,POINT(-81.7778224 36.770844),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",409537,I 81,I 81,170,t
node/13015655802,,,,t,,,POINT(-94.5567217 37.0072564),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",261055,I 44,I 44,86,t
node/13015656713,,,,t,,,POINT(-83.3215517 34.3501107),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",406013,I 85,I 85,492,t
node/13015657331,,,,t,,,POINT(-87.1277699 39.445183),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",1398,S 59,S 59,123,t
node/13015660467,,,,t,,,POINT(-84.1048667 41.4191796),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",395400,U 6,U 6,541,t
node/13015660468,,,,t,,,POINT(-87.1261123 40.7674218),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",3725,U 24,U 24,184,t
node/13015660732,,,,t,,,POINT(-107.9919925 32.2392124),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""shop"": ""car_repair"", ""service:vehicle:truck_repair"": ""yes""}",23579,I 10,I 10,235,t
node/13030938767,Speedco,Speedco,,t,,,POINT(-83.7319493 32.7174313),osm_truck_repair_overpass,8063,2026-08-18 07:03:05.046159+00,2026-08-18 07:00:34+00,,,,,,{},"{""name"": ""Speedco"", ""shop"": ""truck_repair"", ""brand"": ""Speedco"", ""brand:wikidata"": ""Q112455073""}",187680,I 75,I 75,237,t
